,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Original_Index
4117,4122,Shot Chart Detail,21500291,488,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,5,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,23,1,0,20151205,MIA,CLE,4122
4118,4123,Shot Chart Detail,21500291,543,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20151205,MIA,CLE,4123
4119,4124,Shot Chart Detail,21500405,568,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,0,1,1,20151220,CLE,PHI,4124
4120,4125,Shot Chart Detail,21500405,575,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,0,20151220,CLE,PHI,4125
4121,4126,Shot Chart Detail,21500405,577,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,16,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,0,1,1,20151220,CLE,PHI,4126
4122,4127,Shot Chart Detail,21500917,486,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,2,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,-11,1,1,20160304,CLE,WAS,4127
4123,4128,Shot Chart Detail,21500922,587,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,0,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,1,20160305,CLE,BOS,4128
4124,4129,Shot Chart Detail,21500983,488,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,43,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,0,20160313,LAC,CLE,4129
4125,4130,Shot Chart Detail,21501044,485,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,4,3,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-1,1,1,20160321,CLE,DEN,4130
4126,4131,Shot Chart Detail,21501044,503,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,2,36,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160321,CLE,DEN,4131
4127,4132,Shot Chart Detail,21501165,486,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,1,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,1,20160406,IND,CLE,4132
4128,4133,Shot Chart Detail,21501220,108,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,1,0,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,26,1,0,20160413,CLE,DET,4133
4129,4134,Shot Chart Detail,21501220,163,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,2,7,21,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-20,67,1,0,20160413,CLE,DET,4134
4130,4135,Shot Chart Detail,21501220,360,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,10,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,7,1,0,20160413,CLE,DET,4135
4131,4136,Shot Chart Detail,21501220,378,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,9,12,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20160413,CLE,DET,4136
4132,4137,Shot Chart Detail,21501220,414,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,6,19,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-92,13,1,0,20160413,CLE,DET,4137
4133,4138,Shot Chart Detail,21501220,445,201619,Sasha Kaun,1610612739,Cleveland Cavaliers,4,3,20,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,7,1,0,20160413,CLE,DET,4138
21323,21369,Shot Chart Detail,21501220,97,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,1,0,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,46,1,0,20160413,CLE,DET,21369
21324,21370,Shot Chart Detail,21501220,116,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,2,11,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,7,1,0,20160413,CLE,DET,21370
21325,21371,Shot Chart Detail,21501220,161,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,2,8,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-81,129,1,1,20160413,CLE,DET,21371
21326,21372,Shot Chart Detail,21501220,207,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,2,2,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,22,170,1,1,20160413,CLE,DET,21372
21327,21373,Shot Chart Detail,21501220,210,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,2,1,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20160413,CLE,DET,21373
21328,21374,Shot Chart Detail,21501220,243,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,3,10,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-132,213,1,0,20160413,CLE,DET,21374
21329,21375,Shot Chart Detail,21501220,269,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,3,5,57,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,12,61,1,1,20160413,CLE,DET,21375
21330,21376,Shot Chart Detail,21501220,322,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,3,1,10,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,0,20160413,CLE,DET,21376
21331,21377,Shot Chart Detail,21501220,363,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,4,10,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,205,0,1,0,20160413,CLE,DET,21377
21332,21378,Shot Chart Detail,21501220,397,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,4,7,52,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-32,218,1,1,20160413,CLE,DET,21378
21333,21379,Shot Chart Detail,21501220,425,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,4,5,16,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,-11,1,1,20160413,CLE,DET,21379
21334,21380,Shot Chart Detail,21501220,436,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,4,4,14,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,56,1,1,20160413,CLE,DET,21380
21335,21381,Shot Chart Detail,21501220,443,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,4,3,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,38,1,0,20160413,CLE,DET,21381
21336,21382,Shot Chart Detail,21501220,506,2563,Dahntay Jones,1610612739,Cleveland Cavaliers,5,2,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,16,1,0,20160413,CLE,DET,21382
22234,22283,Shot Chart Detail,21500002,7,2590,Mo Williams,1610612739,Cleveland Cavaliers,1,11,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-171,129,1,1,20151027,CHI,CLE,22283
22235,22284,Shot Chart Detail,21500002,43,2590,Mo Williams,1610612739,Cleveland Cavaliers,1,7,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,228,1,0,20151027,CHI,CLE,22284
22236,22285,Shot Chart Detail,21500002,67,2590,Mo Williams,1610612739,Cleveland Cavaliers,1,5,4,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-196,105,1,0,20151027,CHI,CLE,22285
22237,22286,Shot Chart Detail,21500002,154,2590,Mo Williams,1610612739,Cleveland Cavaliers,2,11,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-133,223,1,1,20151027,CHI,CLE,22286
22238,22287,Shot Chart Detail,21500002,156,2590,Mo Williams,1610612739,Cleveland Cavaliers,2,10,21,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,7,1,1,20151027,CHI,CLE,22287
22239,22288,Shot Chart Detail,21500002,232,2590,Mo Williams,1610612739,Cleveland Cavaliers,2,5,17,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,-36,1,1,20151027,CHI,CLE,22288
22240,22289,Shot Chart Detail,21500002,234,2590,Mo Williams,1610612739,Cleveland Cavaliers,2,4,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-178,170,1,0,20151027,CHI,CLE,22289
22241,22290,Shot Chart Detail,21500002,248,2590,Mo Williams,1610612739,Cleveland Cavaliers,2,3,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-153,80,1,0,20151027,CHI,CLE,22290
