,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Original_Index
11432,11450,Shot Chart Detail,21500010,6,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,11,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-214,18,1,0,20151028,HOU,DEN,11450
11433,11451,Shot Chart Detail,21500010,22,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,9,32,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151028,HOU,DEN,11451
11434,11452,Shot Chart Detail,21500010,29,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,8,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,37,223,1,0,20151028,HOU,DEN,11452
11435,11453,Shot Chart Detail,21500010,113,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,2,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,0,20151028,HOU,DEN,11453
11436,11454,Shot Chart Detail,21500010,125,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,1,19,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,31,1,0,20151028,HOU,DEN,11454
11437,11455,Shot Chart Detail,21500010,206,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,5,0,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-115,116,1,0,20151028,HOU,DEN,11455
11438,11456,Shot Chart Detail,21500010,244,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,1,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,186,110,1,1,20151028,HOU,DEN,11456
11439,11457,Shot Chart Detail,21500010,254,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,0,24,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,26,1,1,20151028,HOU,DEN,11457
11440,11458,Shot Chart Detail,21500010,269,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,10,53,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151028,HOU,DEN,11458
11441,11459,Shot Chart Detail,21500010,281,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,9,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-32,257,1,0,20151028,HOU,DEN,11459
11442,11460,Shot Chart Detail,21500010,311,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,6,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,176,124,1,0,20151028,HOU,DEN,11460
11443,11461,Shot Chart Detail,21500010,313,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,6,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,146,1,0,20151028,HOU,DEN,11461
11444,11462,Shot Chart Detail,21500010,361,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,2,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151028,HOU,DEN,11462
11445,11463,Shot Chart Detail,21500010,378,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,178,1,1,20151028,HOU,DEN,11463
11446,11464,Shot Chart Detail,21500010,515,201568,Danilo Gallinari,1610612743,Denver Nuggets,4,2,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,262,1,1,20151028,HOU,DEN,11464
11447,11465,Shot Chart Detail,21500029,14,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,10,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,16,1,1,20151030,DEN,MIN,11465
11448,11466,Shot Chart Detail,21500029,30,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,7,48,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151030,DEN,MIN,11466
11449,11467,Shot Chart Detail,21500029,76,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,4,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-112,228,1,0,20151030,DEN,MIN,11467
11450,11468,Shot Chart Detail,21500029,95,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,2,4,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,-6,1,0,20151030,DEN,MIN,11468
11451,11469,Shot Chart Detail,21500029,128,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,11,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,205,1,0,20151030,DEN,MIN,11469
11452,11470,Shot Chart Detail,21500029,212,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,5,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,174,124,1,0,20151030,DEN,MIN,11470
11453,11471,Shot Chart Detail,21500029,283,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,0,32,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-5,1,0,20151030,DEN,MIN,11471
11454,11472,Shot Chart Detail,21500029,306,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,11,17,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-129,121,1,0,20151030,DEN,MIN,11472
11455,11473,Shot Chart Detail,21500029,313,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,10,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,143,154,1,1,20151030,DEN,MIN,11473
11456,11474,Shot Chart Detail,21500029,336,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,8,39,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,177,144,1,0,20151030,DEN,MIN,11474
11457,11475,Shot Chart Detail,21500029,388,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,4,49,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,21,1,0,20151030,DEN,MIN,11475
11458,11476,Shot Chart Detail,21500029,425,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,2,46,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151030,DEN,MIN,11476
11459,11477,Shot Chart Detail,21500029,428,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,203,1,0,20151030,DEN,MIN,11477
11460,11478,Shot Chart Detail,21500044,2,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,11,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,165,1,1,20151101,OKC,DEN,11478
11461,11479,Shot Chart Detail,21500044,4,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,11,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,224,1,0,20151101,OKC,DEN,11479
11462,11480,Shot Chart Detail,21500044,30,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,8,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,11,1,0,20151101,OKC,DEN,11480
11463,11481,Shot Chart Detail,21500044,34,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,8,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,112,214,1,1,20151101,OKC,DEN,11481
11464,11482,Shot Chart Detail,21500044,38,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,7,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,53,228,1,0,20151101,OKC,DEN,11482
11465,11483,Shot Chart Detail,21500044,228,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,5,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,-6,1,0,20151101,OKC,DEN,11483
11466,11484,Shot Chart Detail,21500044,243,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,2,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-79,16,1,0,20151101,OKC,DEN,11484
11467,11485,Shot Chart Detail,21500044,269,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,1,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,26,1,0,20151101,OKC,DEN,11485
11468,11486,Shot Chart Detail,21500044,280,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,0,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-47,242,1,0,20151101,OKC,DEN,11486
11469,11487,Shot Chart Detail,21500044,332,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,150,95,1,0,20151101,OKC,DEN,11487
11470,11488,Shot Chart Detail,21500044,371,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,6,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,87,229,1,0,20151101,OKC,DEN,11488
11471,11489,Shot Chart Detail,21500044,383,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,4,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-166,43,1,1,20151101,OKC,DEN,11489
11472,11490,Shot Chart Detail,21500044,396,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,4,8,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-142,92,1,0,20151101,OKC,DEN,11490
11473,11491,Shot Chart Detail,21500059,23,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,9,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-127,56,1,0,20151103,LAL,DEN,11491
11474,11492,Shot Chart Detail,21500059,28,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,9,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,7,1,0,20151103,LAL,DEN,11492
11475,11493,Shot Chart Detail,21500059,83,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,5,22,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,0,20151103,LAL,DEN,11493
11476,11494,Shot Chart Detail,21500059,231,201568,Danilo Gallinari,1610612743,Denver Nuggets,2,5,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,0,20151103,LAL,DEN,11494
11477,11495,Shot Chart Detail,21500059,316,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,11,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-6,141,1,1,20151103,LAL,DEN,11495
11478,11496,Shot Chart Detail,21500059,353,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,7,10,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151103,LAL,DEN,11496
11479,11497,Shot Chart Detail,21500059,359,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,6,29,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20151103,LAL,DEN,11497
11480,11498,Shot Chart Detail,21500059,408,201568,Danilo Gallinari,1610612743,Denver Nuggets,3,2,2,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,46,1,0,20151103,LAL,DEN,11498
11481,11499,Shot Chart Detail,21500059,514,201568,Danilo Gallinari,1610612743,Denver Nuggets,4,5,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-96,100,1,0,20151103,LAL,DEN,11499
