,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Original_Index
6823,6834,Shot Chart Detail,21500829,91,202362,Lance Stephenson,1610612763,Memphis Grizzlies,1,2,16,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-4,188,1,0,20160221,TOR,MEM,6834
6824,6835,Shot Chart Detail,21500829,101,202362,Lance Stephenson,1610612763,Memphis Grizzlies,1,1,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,0,1,1,20160221,TOR,MEM,6835
6825,6836,Shot Chart Detail,21500829,143,202362,Lance Stephenson,1610612763,Memphis Grizzlies,2,10,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,79,111,1,0,20160221,TOR,MEM,6836
6826,6837,Shot Chart Detail,21500829,181,202362,Lance Stephenson,1610612763,Memphis Grizzlies,2,7,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-1,159,1,1,20160221,TOR,MEM,6837
6827,6838,Shot Chart Detail,21500829,436,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,10,18,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,1,20160221,TOR,MEM,6838
6828,6839,Shot Chart Detail,21500829,452,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-122,134,1,0,20160221,TOR,MEM,6839
6829,6840,Shot Chart Detail,21500829,491,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,5,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,14,208,1,1,20160221,TOR,MEM,6840
6830,6841,Shot Chart Detail,21500829,498,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,5,26,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,8,1,1,20160221,TOR,MEM,6841
6831,6842,Shot Chart Detail,21500829,508,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,4,40,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,23,1,1,20160221,TOR,MEM,6842
6832,6843,Shot Chart Detail,21500829,547,202362,Lance Stephenson,1610612763,Memphis Grizzlies,4,1,58,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,0,20160221,TOR,MEM,6843
